"code","iso","country","FGG.raw.2000","FGG.raw.2001","FGG.raw.2002","FGG.raw.2003","FGG.raw.2004","FGG.raw.2005","FGG.raw.2006","FGG.raw.2007","FGG.raw.2008","FGG.raw.2009","FGG.raw.2010","FGG.raw.2011","FGG.raw.2012","FGG.raw.2013","FGG.raw.2014","FGG.raw.2015","FGG.raw.2016","FGG.raw.2017","FGG.raw.2018","FGG.raw.2019","FGG.raw.2020","FGG.raw.2021","FGG.raw.2022"
496,"MNG","Mongolia",0,0,0,0,0,0,0,1.96422046611783e-10,5.47824338536728e-10,1.13589945622638e-09,1.92423234513001e-09,2.65175847794367e-09,3.55255660438024e-09,3.47968008194408e-09,3.28737970446692e-09,3.99855898408214e-09,4.4472701728076e-09,4.6902909345261e-09,4.79894905825933e-09,4.9665166757949e-09,5.64600133028543e-09,5.99026791579945e-09,6.1284779063505e-09
499,"MNE","Montenegro",1.35766889083994e-08,1.38239620027829e-08,1.6149619092172e-08,1.09300206362954e-08,1.43661366158835e-08,1.11244203439118e-08,1.01292399869623e-08,1.38903414979058e-08,6.21637212958178e-09,3.71985069611456e-09,4.02530088031831e-09,3.89008159495129e-09,3.35647998668141e-09,2.18565794392056e-09,2.43852245270826e-09,2.27055242202238e-09,2.48760545957956e-09,2.67761037376057e-09,2.84343487054704e-09,2.94892130438066e-09,3.35848181839665e-09,3.16591026717218e-09,3.22661523281192e-09
504,"MAR","Morocco",1.46146659698287e-09,1.87643674462762e-09,2.28397341820916e-09,2.6660412202183e-09,3.04767116802901e-09,3.53271064384446e-09,3.45125625141498e-09,3.4026664099462e-09,3.34495995642668e-09,3.33568860217241e-09,3.20045772722885e-09,3.05416931061998e-09,3.02120177666856e-09,2.98087044808638e-09,3.17208826845655e-09,3.37286048069856e-09,3.82630227493799e-09,4.09735025602588e-09,4.48515287076937e-09,4.82146360652434e-09,5.65737182487453e-09,5.76918953059322e-09,6.06631000381444e-09
508,"MOZ","Mozambique",6.06931931901868e-09,1.50145867590919e-08,1.49073722404933e-08,1.97596063243117e-08,2.38854987676907e-08,1.87730937739694e-08,1.87387454299279e-08,2.2773352978851e-08,1.41469929867687e-08,1.18522791419697e-08,1.11700251790291e-08,1.07068227003623e-08,9.08458019736567e-09,8.15745290850397e-09,7.53298455228549e-09,8.14208573063735e-09,7.87039310856894e-09,8.18477900616371e-09,8.56946168428497e-09,8.96653040783225e-09,9.67338811064102e-09,1.01140775839251e-08,1.01260167716272e-08
104,"MMR","Myanmar",5.09849466209729e-09,3.67076590973765e-09,3.53758441345039e-09,3.81439746169404e-09,4.55711343882548e-09,2.7818182166574e-09,2.53116227224515e-09,2.57822567627159e-09,2.51243047194002e-09,2.35428805868046e-09,2.53951402049356e-09,2.44838998086113e-09,2.47420938839777e-09,2.37994541861011e-09,2.35478868652009e-09,2.35779407368826e-09,2.21331698217055e-09,2.31911703257598e-09,2.23786208791567e-09,2.20565572380107e-09,2.25510214778266e-09,2.89931851068577e-09,2.91324999092605e-09
516,"NAM","Namibia",2.67771639706578e-09,3.65821637987334e-09,4.41014401321004e-09,5.23844672449668e-09,5.58330697160114e-09,6.50121730540809e-09,6.43244978395154e-09,6.21849767933519e-09,6.28028371514351e-09,6.48340564815796e-09,6.06189873675838e-09,5.81794522058787e-09,5.63230776347088e-09,5.46732381255931e-09,5.66024203728173e-09,5.995933537156e-09,6.8443948647866e-09,7.77474796340024e-09,8.70546807601109e-09,9.67746909360923e-09,1.15081183476026e-08,1.21893091248127e-08,1.24375999528955e-08
520,"NRU","Nauru",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
524,"NPL","Nepal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
528,"NLD","Netherlands",4.02530157961117e-08,3.37734398637781e-08,2.59530415932228e-08,1.95956808339063e-08,2.35122204194305e-08,2.41545290391444e-08,2.0233641084315e-08,1.79981647423985e-08,1.77287657836731e-08,1.17220411495683e-08,1.16823974155351e-08,6.98209997157832e-09,1.25444050720388e-08,1.54416634285628e-08,1.68156188042475e-08,1.24808128429984e-08,1.16679065887652e-08,2.06624773418809e-08,2.66039879549335e-08,1.74634896316417e-08,2.03879528336846e-08,2.19608739397455e-08,2.28515479039372e-08
540,"NCL","New Caledonia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
554,"NZL","New Zealand",6.15416982579966e-09,3.96745470753912e-09,5.13469598776694e-09,5.95048592426108e-09,5.66305301855e-09,6.03114098413738e-09,6.37849937141807e-09,7.96578887093464e-09,8.49759736058362e-09,7.20311830433487e-09,7.77217417110229e-09,7.96247085608137e-09,7.78550390137965e-09,7.86084584157665e-09,7.68202182598687e-09,8.04006922366074e-09,8.35709499907764e-09,8.56481450522689e-09,9.03392137643606e-09,8.35411166619013e-09,8.64268670425249e-09,8.48452286595633e-09,8.87066502915061e-09
558,"NIC","Nicaragua",1.31714205311496e-09,1.76683395061271e-09,2.20878549918774e-09,2.67323380032992e-09,3.03541763142729e-09,3.47674946427179e-09,3.517886921144e-09,3.41402587077212e-09,3.43217783525658e-09,3.66957374825595e-09,3.49222619939087e-09,3.30572606954964e-09,3.16656162492683e-09,3.09935663737996e-09,3.22995532950634e-09,3.4247245123134e-09,3.73929449606038e-09,3.99115374049391e-09,4.66993169792486e-09,5.30961284822872e-09,5.9427587090162e-09,5.89843110160019e-09,6.05594662168872e-09
562,"NER","Niger",5.92315776131931e-09,7.62999660714479e-09,9.16395154519085e-09,1.11087211884269e-08,1.32821447737372e-08,1.47428624246836e-08,1.47106341331462e-08,1.45420610837101e-08,1.40176115143748e-08,1.41933275856776e-08,1.30133716571828e-08,1.27708840440884e-08,1.18112631338988e-08,1.15102984490258e-08,1.18081498134419e-08,1.25484565683924e-08,1.35386078090669e-08,1.44457700864819e-08,1.52558828977985e-08,1.58718675874827e-08,1.67826465702589e-08,1.81215681179662e-08,1.7330042328748e-08
566,"NGA","Nigeria",4.2302566951037e-09,5.36843708178185e-09,5.8242253911404e-09,6.66154289336248e-09,7.24796093246608e-09,8.08856671518118e-09,8.05108277850226e-09,7.71258998543052e-09,7.52243873077089e-09,7.21151333168872e-09,6.66418634381078e-09,6.38901784244431e-09,6.26956832780738e-09,6.04133284260102e-09,6.18630253109221e-09,6.64710278439323e-09,7.65176309893256e-09,8.46875837748542e-09,9.34885903518447e-09,1.0077046027742e-08,1.11491419102131e-08,1.18039447260798e-08,1.21697674805082e-08
570,"NIU","Niue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
408,"PRK","North Korea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
807,"MKD","North Macedonia",3.04070901636095e-09,3.09211336825251e-09,2.9975475496939e-09,2.93717188842637e-09,1.79731755231829e-08,1.79504779110627e-08,4.62231409396715e-09,9.77766168462737e-09,1.11986263267517e-08,1.17971558422277e-08,1.42222365571119e-08,1.4600709828727e-08,1.61167113282152e-08,1.61394035029482e-08,1.68665236273819e-08,1.69103516353879e-08,1.71555712134181e-08,1.91203240532057e-08,1.91517628502328e-08,1.95219655353903e-08,2.20768236793685e-08,2.22288773486134e-08,2.26412761308501e-08
578,"NOR","Norway",1.21266044536745e-08,1.06283782178312e-08,7.7131960170632e-09,7.90064101196625e-09,8.09494992665982e-09,7.0845311205725e-09,6.50760858487326e-09,5.59879599853343e-09,6.12913808424969e-09,4.8465815837225e-09,5.17353488825848e-09,5.21536197972563e-09,4.91769591421073e-09,5.50046252578143e-09,5.01833809431888e-09,4.80517999477356e-09,4.93023158236837e-09,4.81168389905459e-09,4.8303229036661e-09,4.60399565775279e-09,4.63445700671752e-09,4.48862020679853e-09,4.37320845826917e-09
512,"OMN","Oman",2.03064482886593e-09,2.46761608912928e-09,2.99189348968913e-09,3.65241148414017e-09,4.19932093922948e-09,4.78563398764904e-09,4.74904278646919e-09,4.63594081325731e-09,4.43139597019099e-09,5.59411756262658e-09,5.59335689188609e-09,4.79987740916835e-09,4.04483151567965e-09,3.82946102138064e-09,4.15795467968234e-09,4.22371983683564e-09,4.44677347168234e-09,4.81292263083754e-09,5.46325636121901e-09,6.05891173327436e-09,6.849389139158e-09,7.22447858521342e-09,7.29691568996933e-09
586,"PAK","Pakistan",2.49988861843544e-09,3.24972583173616e-09,3.9672868036301e-09,4.58979080655474e-09,5.07985183931574e-09,5.66595859870825e-09,5.63268269934344e-09,5.50767673881785e-09,5.64063215407841e-09,5.69132791121665e-09,5.62667734116913e-09,5.55017225866709e-09,5.49319495326446e-09,5.42165574818694e-09,5.59389017743815e-09,5.83053941847477e-09,6.17635908424191e-09,6.52829924117795e-09,6.85307944746795e-09,7.29391124900965e-09,8.0125067565908e-09,8.16863286598804e-09,8.16707056269088e-09
585,"PLW","Palau",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
591,"PAN","Panama",2.13542952285645e-09,2.92408706538461e-09,3.62877194622064e-09,4.30169311014353e-09,4.78185270934871e-09,5.33192796640688e-09,5.16904740853149e-09,4.71813144053667e-09,4.45440707092737e-09,4.55732077411117e-09,4.28152669816111e-09,3.86866127807332e-09,3.59515186796025e-09,3.4484732334871e-09,3.58960611954937e-09,3.76268783092253e-09,4.09028432227687e-09,4.34440855329444e-09,4.74071628056108e-09,5.06565658098943e-09,6.73913620255328e-09,6.37695400098994e-09,6.12990944023592e-09
598,"PNG","Papua New Guinea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
600,"PRY","Paraguay",1.56580268505233e-09,2.17636108780739e-09,2.75435256156434e-09,3.25775630228e-09,3.74459803933279e-09,4.38763058759528e-09,4.4157771208186e-09,4.26121384922423e-09,4.17154626673167e-09,4.31903864449504e-09,3.85695767278877e-09,3.72789882153597e-09,3.82868142642199e-09,3.63140517135165e-09,3.76091221914781e-09,4.04472326475807e-09,4.42466656196926e-09,4.73050977384314e-09,5.18881328896e-09,5.73860033411053e-09,6.34194640259762e-09,6.67511810860126e-09,7.11693841336479e-09
604,"PER","Peru",6.17870669204189e-10,8.53858528005776e-10,1.02044539425639e-09,1.21390550011965e-09,1.37975681825565e-09,1.55111780278284e-09,1.52240549309022e-09,1.43153158177643e-09,1.36053279959498e-09,1.3939815352631e-09,1.27649584764841e-09,1.210191430075e-09,1.16141396927174e-09,1.12871240707598e-09,1.20318180587123e-09,1.29265216295785e-09,1.41815545262583e-09,1.55114040315787e-09,1.69002834316347e-09,1.82283512116382e-09,2.23837481199868e-09,2.16288171492267e-09,2.24462241742292e-09
608,"PHL","Philippines",2.43553947829387e-09,3.10100903746469e-09,3.69023304461796e-09,4.25493262428443e-09,4.71420917812892e-09,5.29435831493014e-09,5.28824478063297e-09,5.08717120342522e-09,5.07115939182115e-09,5.19176354298026e-09,4.83699420493723e-09,4.70924475128364e-09,4.50258409916454e-09,4.35440569111868e-09,4.42261780740132e-09,4.56106269296198e-09,4.79508075034508e-09,4.9643160975234e-09,5.21878239883349e-09,5.38476801141042e-09,6.47869165372193e-09,6.65996146309547e-09,6.57443490683226e-09
616,"POL","Poland",2.03572853118638e-09,2.77630246712755e-09,3.59660318523696e-09,4.30601907567243e-09,4.74926817318705e-09,5.45041778342055e-09,6.05261272767543e-09,6.14286772946303e-09,6.47070208134756e-09,5.33319700671864e-09,6.75657335917363e-09,7.02371838388335e-09,7.19767193291589e-09,7.55937324688546e-09,7.96533827515277e-09,6.58422909515131e-09,5.2585977678133e-09,5.08062896095103e-09,3.25232837506705e-09,3.05816177175329e-09,2.6266839225071e-09,2.17760586474734e-09,1.24439396805257e-09
620,"PRT","Portugal",1.28902503682869e-09,1.61272066745988e-09,2.02383055472154e-09,2.48283583396698e-09,2.81897984645529e-09,3.30873991387971e-09,3.79847012842958e-09,4.41141267591616e-09,5.13026984188184e-09,5.9008145107107e-09,6.21644421364081e-09,6.838072987032e-09,7.56875712783625e-09,8.18035301584965e-09,8.49501831315248e-09,8.77980016371917e-09,9.03174185975093e-09,9.25462118087831e-09,9.34102201542514e-09,9.45862541888482e-09,1.07395350608341e-08,1.06107180264148e-08,1.03231149163353e-08
634,"QAT","Qatar",6.68776624319863e-09,8.87646689438918e-09,1.04527570611194e-08,1.24749446967267e-08,1.25028703552164e-08,1.39629017363928e-08,1.15887300520888e-08,9.9991272815212e-09,8.87408715540374e-09,8.19505670470002e-09,6.96482942489272e-09,6.68812824509436e-09,6.52797913115566e-09,6.27400145364947e-09,6.42426751246632e-09,6.82319917174668e-09,7.40847490077086e-09,8.36123556691829e-09,9.24719235416538e-09,1.00780190859052e-08,1.14354592074729e-08,1.2257827013936e-08,1.24193655623296e-08
178,"COG","Republic of Congo",2.89240899762609e-09,3.84362258507847e-09,4.63922272880434e-09,5.70410454098132e-09,6.6098142364553e-09,7.32515216481546e-09,7.11431083913744e-09,7.79534354550533e-09,7.61066458842293e-09,7.06612114123753e-09,6.38249700596479e-09,6.28903196825272e-09,5.84089597344438e-09,6.04509145238327e-09,6.15884562737884e-09,7.09507836694002e-09,9.05716118935212e-09,1.06274440667368e-08,1.26686099472407e-08,1.39427313441059e-08,1.63213382802205e-08,1.82778649551702e-08,1.91991947935217e-08
642,"ROU","Romania",9.40432147408141e-09,7.2685875261182e-09,9.14663302968076e-09,6.8155677419138e-09,9.57816743641191e-09,8.09403309295695e-09,7.98167580906191e-09,9.72424038074803e-09,6.19440989409382e-09,5.1379662099841e-09,5.17720000364827e-09,5.09233016200829e-09,5.0869936972054e-09,4.80151382475781e-09,5.30756320053449e-09,5.25038608606737e-09,5.90402546707363e-09,6.0441214043579e-09,5.87913794840412e-09,5.6782166772187e-09,6.14509733572244e-09,6.07875789985659e-09,6.1874920304617e-09
643,"RUS","Russia",2.78570170162523e-08,2.07141763331849e-08,2.0975628722012e-08,1.44730946841312e-08,1.66820917928931e-08,1.44966793438486e-08,1.21771078636385e-08,1.27037689381201e-08,1.09498780449386e-08,8.12101603107803e-09,8.38483145993708e-09,8.57135410376945e-09,9.12838186964884e-09,8.91797893193327e-09,8.32741003157092e-09,8.54858854595316e-09,8.66579417907255e-09,9.74494698682097e-09,9.52995127399642e-09,9.99997976245981e-09,1.09402961070793e-08,1.10395823906929e-08,1.15460307891449e-08
646,"RWA","Rwanda",6.02670784267977e-10,5.97033958779245e-10,5.68844108499842e-10,5.98243021410995e-10,5.97699670917426e-10,5.83868644221278e-10,5.66095652158957e-10,5.72848395683637e-10,5.43960458310446e-10,5.41044313179159e-10,5.28516253718752e-10,4.72421132878951e-10,4.46672669684581e-10,4.44828565777777e-10,4.34187951928024e-10,4.34698429017734e-10,4.07570868067872e-10,4.10726638315702e-10,4.47708441645008e-10,3.98330949038464e-10,4.26962718114334e-10,4.01676950897714e-10,3.86727891727583e-10
652,"BLM","Saint Barthelemy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
659,"KNA","Saint Kitts and Nevis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
662,"LCA","Saint Lucia",2.20758100229348e-08,2.24999837952167e-08,2.20534127747345e-08,2.07641774732916e-08,1.90415413831937e-08,1.88028353534715e-08,1.77059087505902e-08,1.7411374702082e-08,1.65902688842426e-08,1.70732540921362e-08,1.70170246947263e-08,1.70579957038402e-08,1.86900490985786e-08,1.9915503000393e-08,2.13187824208323e-08,2.22077236757754e-08,2.24283769111528e-08,2.43958756458921e-08,2.44685010198896e-08,2.60773194386526e-08,3.66330571951336e-08,3.4645855487338e-08,3.12425274765013e-08
670,"VCT","Saint Vincent and the Grenadines",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
882,"WSM","Samoa",1.11180969116139e-09,2.30336000311498e-09,4.81925554455354e-09,5.4638720258565e-09,6.1889027944533e-09,5.70438392091455e-09,5.57558469828257e-09,5.76128423049234e-09,7.13166105723638e-09,7.84625618175578e-09,8.03018402205156e-09,8.34570597407759e-09,9.28848622990491e-09,9.89709972266207e-09,1.05345156444739e-08,1.07356670328719e-08,1.0489897666096e-08,1.08848062799639e-08,1.14952672976853e-08,1.16002081946684e-08,1.25095837645203e-08,1.40415942543805e-08,1.55565975922426e-08
674,"SMR","San Marino",4.55934782556296e-09,3.69953411309061e-09,2.97365267884973e-09,2.76452375238228e-09,1.84541560065367e-09,1.89347627337523e-09,2.11283973211686e-09,1.99510230635849e-09,2.26898198933365e-09,2.60156235224185e-09,2.96562813161908e-09,3.50614436560989e-09,3.97531491190946e-09,4.22231155437987e-09,4.46928753492951e-09,4.56070715873434e-09,4.6079795886022e-09,4.73232781646793e-09,4.72232229973776e-09,4.74363451990472e-09,5.19100327582655e-09,4.78596372714593e-09,NA
678,"STP","Sao Tome and Principe",NA,1.325240069304e-09,1.28991215850864e-09,1.19830910848978e-09,1.16658471815823e-09,1.10069442263946e-09,1.01701238577157e-09,9.87029057425588e-10,9.36370779238412e-10,9.19474284711346e-10,8.66917992880466e-10,8.3514063763337e-10,8.15834143895803e-10,2.15072557834503e-09,3.59762396701288e-09,5.21973716620526e-09,6.85053428799792e-09,8.67334844467117e-09,1.07629008656035e-08,1.10293173655009e-08,1.21704876722016e-08,1.32734980730565e-08,1.45763178704501e-08
682,"SAU","Saudi Arabia",8.03996104035952e-09,1.08358279649866e-08,1.38778948923879e-08,1.51640668157912e-08,1.65366699160996e-08,1.85887349860433e-08,1.90942598879184e-08,1.91986327654974e-08,1.87480007331365e-08,1.98351158555615e-08,1.88834840212252e-08,1.71616899901547e-08,1.67010180743666e-08,1.66492674312384e-08,1.74536368969919e-08,1.84332486541942e-08,2.028172450182e-08,2.25714679020942e-08,2.46579732600047e-08,2.6828661574179e-08,3.05902773919193e-08,3.21227285863154e-08,3.14065523167483e-08
686,"SEN","Senegal",5.58479428633542e-09,7.39001665529596e-09,9.30653588095989e-09,1.09187642568902e-08,1.24802057863271e-08,1.4318180503745e-08,1.47268004383547e-08,1.46015064795749e-08,1.46492920929037e-08,1.47525661514721e-08,1.41559330622548e-08,1.40530497881529e-08,1.38064829258829e-08,1.38470336235665e-08,1.42408687972379e-08,1.48451934353389e-08,1.59147433203286e-08,1.66187043730363e-08,1.77054681241335e-08,1.85824771507615e-08,2.0134074502858e-08,2.07542669086459e-08,2.12225823134225e-08
688,"SRB","Serbia",1.88340613727324e-08,1.55240469829328e-08,1.95887443088339e-08,1.38536256544652e-08,1.74425059735202e-08,1.33540930213263e-08,1.2705141077919e-08,1.53608901534919e-08,7.02855556332405e-09,4.06519224205665e-09,4.22471482524175e-09,4.17745533053234e-09,3.57193938361872e-09,2.23881373646013e-09,2.52365613827938e-09,2.27080431767413e-09,2.42506420314098e-09,2.53807522792935e-09,2.62583083050119e-09,2.67410990521625e-09,2.89690097915542e-09,2.87065053485116e-09,2.87961316905924e-09
690,"SYC","Seychelles",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
694,"SLE","Sierra Leone",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
702,"SGP","Singapore",7.71972397559694e-09,8.70021594227592e-09,1.05294320333522e-08,1.32496181258632e-08,1.32155526205091e-08,1.4826561517256e-08,1.46280344475392e-08,1.06810888059909e-08,1.0861210281322e-08,1.20013021115611e-08,1.16888726823196e-08,1.10286414146618e-08,1.06510829216351e-08,1.08548620629086e-08,1.14236019982983e-08,1.18221363305601e-08,1.25249052205652e-08,1.3662546643625e-08,1.45082013112172e-08,1.56353854331147e-08,1.77340278601614e-08,1.76999193030357e-08,1.77339338166766e-08
534,"SXM","Sint Maarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
703,"SVK","Slovakia",2.22689135003255e-09,2.44351385648194e-09,2.81008612228382e-09,3.12142018537556e-09,3.48870643356953e-09,3.42956207611242e-09,3.62243311090055e-09,3.86966128261962e-09,3.86246257635672e-09,4.45603206426798e-09,4.78345662375703e-09,4.72947782553934e-09,4.77226709183545e-09,4.85978049503732e-09,4.69848875145593e-09,5.03729361494405e-09,4.45778810937333e-09,4.73921133722678e-09,4.35625852465003e-09,4.35255660398864e-09,4.60336810936534e-09,4.4970846092756e-09,4.42327331740502e-09
705,"SVN","Slovenia",1.22457870384968e-08,9.89916591594432e-09,1.36473546817578e-08,1.21416944101579e-08,1.70017386546401e-08,1.52073755903612e-08,1.25586866402373e-08,1.33291071989381e-08,7.37795667345073e-09,5.42901018208507e-09,5.51802872804195e-09,6.66086469325164e-09,7.37802387515092e-09,7.1836724002887e-09,7.75220477173039e-09,7.18312716136392e-09,7.34997889165423e-09,6.8267285284934e-09,6.20565556050365e-09,5.70422614395587e-09,5.6926148770809e-09,5.04738892868811e-09,4.74497445493399e-09
90,"SLB","Solomon Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
706,"SOM","Somalia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.78403850387013e-08,5.86099726466167e-08,5.65171736383084e-08,5.94203404838775e-08,6.47892623679319e-08,6.85215680043721e-08,7.03633478804681e-08,7.50906249898554e-08,7.88698005170956e-08,8.01771645148718e-08
710,"ZAF","South Africa",5.44171308376718e-09,6.3387548272694e-09,7.24802831942985e-09,8.27201228156426e-09,9.24786375003948e-09,9.86982481609518e-09,9.91539298649753e-09,9.87621574493805e-09,9.59989768946627e-09,1.00009919521007e-08,9.76330365640481e-09,9.61630935940464e-09,9.52698467541487e-09,9.6137469484085e-09,1.01717658436367e-08,1.0992709831393e-08,1.21619376329131e-08,1.32882704713996e-08,1.4584899739078e-08,1.57835765925433e-08,1.83120975325235e-08,1.88458429935935e-08,1.95842142230014e-08
410,"KOR","South Korea",1.20428659002773e-08,8.3844453184941e-09,1.06618949364352e-08,8.269258310553e-09,8.38979264614756e-09,8.18816930902992e-09,8.05402578869869e-09,9.23914290418251e-09,9.28471769771297e-09,9.08636746487023e-09,1.08543332213958e-08,9.56311541413735e-09,9.89133777590671e-09,9.64147214452243e-09,1.01208137718864e-08,8.6326744146885e-09,7.50287110793504e-09,7.93857818006249e-09,8.4533864441778e-09,8.44857574906383e-09,9.0549676740549e-09,9.26253609798018e-09,8.6904833545954e-09
728,"SSD","South Sudan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.45000332309043e-08,2.99170933968812e-08,2.40802098028413e-08,2.5827226963251e-08,2.85752068119488e-08,3.7199138155096e-08,4.36457436168119e-08,4.97341975105959e-08,5.37000476501582e-08,6.23106002443671e-08,6.78870793441385e-08,6.98719185663715e-08
724,"ESP","Spain",5.88649627401197e-09,6.0117541890033e-09,6.97450368614579e-09,7.03055246739358e-09,8.38133766092031e-09,8.56877707571497e-09,9.44835430222161e-09,1.05742786711345e-08,1.04813024907915e-08,9.68102048894837e-09,9.83786804764154e-09,9.68662891049315e-09,1.0041760551866e-08,9.88157085164753e-09,9.74554493602335e-09,5.59086838964004e-09,5.39809716035093e-09,4.22732871279971e-09,3.103664231391e-09,2.92883807648844e-09,2.67517846279891e-09,2.23501712061575e-09,6.43221989813045e-10
144,"LKA","Sri Lanka",4.6985469207654e-10,6.59157238747706e-10,8.00556408197218e-10,9.33612696820417e-10,1.05945540204148e-09,1.19665433396867e-09,1.1709676023317e-09,1.11502799673064e-09,1.09333575543705e-09,1.09549418651657e-09,1.00374088980613e-09,9.33285496505604e-10,8.7683823003421e-10,8.63974552359808e-10,8.8819055920496e-10,9.44486479408617e-10,1.02696564557237e-09,1.07792861955557e-09,1.19451583248506e-09,1.32157881825219e-09,1.51611525930591e-09,1.60432750188423e-09,1.85505962709145e-09
275,"PSE","State of Palestine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
729,"SDN","Sudan",1.28274411853167e-09,1.66328877738773e-09,1.97483194917428e-09,2.29703153722874e-09,2.60229524865089e-09,2.9387499412965e-09,2.89300951289677e-09,2.77168704745776e-09,2.75716779798872e-09,2.92127375379008e-09,2.78365358986412e-09,2.88609843058106e-09,3.54383258178951e-09,3.57061695201249e-09,3.73407839120556e-09,4.06935815301926e-09,4.50172901125356e-09,5.02411638622856e-09,5.85779041174205e-09,6.65980616657208e-09,7.54944844310044e-09,8.34416027051297e-09,9.02196069440874e-09
740,"SUR","Suriname",7.00305499266264e-09,3.80480472433551e-09,8.58550527664182e-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
752,"SWE","Sweden",3.21835447274076e-09,3.30911112821931e-09,3.42529625433727e-09,3.37412058668264e-09,3.43442241514385e-09,3.4364560065036e-09,3.21350161774168e-09,3.03912078314822e-09,2.98503411325916e-09,3.02589608725942e-09,2.85590930914062e-09,2.70261633668983e-09,2.69686116344017e-09,2.66520451147365e-09,2.59620268138411e-09,2.54477205333439e-09,2.57167345971617e-09,2.41159016876197e-09,2.23404848139291e-09,2.09850056647797e-09,2.05097152221805e-09,1.87473621578117e-09,1.80908172498013e-09
756,"CHE","Switzerland",2.18935837511907e-09,2.28504452690007e-09,2.59485820791212e-09,2.73475448784138e-09,3.00130620406837e-09,3.00883708940384e-09,2.89106581005873e-09,2.88364479343017e-09,3.00241115659905e-09,2.93148951825004e-09,2.87856069553307e-09,2.98116530750725e-09,3.15552028381158e-09,3.19333687840396e-09,3.19300303660984e-09,3.17724071933282e-09,2.93697862069553e-09,2.91484186696941e-09,2.7831797706391e-09,2.61833677793915e-09,2.63080121255156e-09,2.49145288365206e-09,2.37694158240811e-09
760,"SYR","Syria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
158,"TWN","Taiwan",8.10641977521958e-09,1.08479592773218e-08,8.21200401523347e-08,8.01260637784117e-08,7.97758361670054e-08,5.67431686821876e-08,3.24859509485981e-08,3.43649729126297e-08,2.99316676611059e-08,2.46665027745916e-08,1.11872552857014e-08,1.09962370029135e-08,8.60577747147784e-09,8.55406728310894e-09,8.77755789726079e-09,7.71839252596118e-09,6.47032789932279e-09,6.07935419332857e-09,7.03777831856832e-09,6.76255200562432e-09,6.82059611999738e-09,6.7775378645165e-09,6.24057702876713e-09
762,"TJK","Tajikistan",4.23822669811816e-07,3.23598870703849e-07,3.57069361436771e-07,2.29774365767385e-07,3.26772784347067e-07,2.51128103926845e-07,2.44001256180595e-07,2.74801603783249e-07,1.31031914824222e-07,9.65093823525916e-08,7.33848243318638e-08,4.87617121880126e-08,4.3481781786048e-08,2.47488132899012e-08,1.63455854615742e-08,1.37133017392625e-08,1.37550488687131e-08,1.02122343686415e-08,8.84747165073534e-09,8.23786932098263e-09,6.97249127481287e-09,5.61278177567861e-09,4.6384619208836e-09
834,"TZA","Tanzania",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
