"code","iso","country","CDG.raw.2000","CDG.raw.2001","CDG.raw.2002","CDG.raw.2003","CDG.raw.2004","CDG.raw.2005","CDG.raw.2006","CDG.raw.2007","CDG.raw.2008","CDG.raw.2009","CDG.raw.2010","CDG.raw.2011","CDG.raw.2012","CDG.raw.2013","CDG.raw.2014","CDG.raw.2015","CDG.raw.2016","CDG.raw.2017","CDG.raw.2018","CDG.raw.2019","CDG.raw.2020","CDG.raw.2021","CDG.raw.2022"
426,"LSO","Lesotho",5.40057794219192e-07,5.28713189059794e-07,5.331154512862e-07,5.16730258915129e-07,5.21629515102176e-07,5.11610044625359e-07,4.97105280766797e-07,4.85705108940373e-07,4.71673094909927e-07,4.98259553325573e-07,4.85850418868896e-07,6.25210702266546e-07,5.93590669267335e-07,4.40116992389304e-07,4.58528674455188e-07,4.03124706931083e-07,3.84010005979221e-07,4.50274206988196e-07,4.31057915966128e-07,4.37734400901844e-07,4.21827659588722e-07,4.74192945138186e-07,5.95722668359266e-07
430,"LBR","Liberia",7.98387710303366e-08,8.12011668236997e-08,8.09952531938292e-08,1.24615609358646e-07,1.42918440906697e-07,1.61608853890095e-07,1.5467236304896e-07,1.3121384429292e-07,1.0398440225605e-07,8.75673498115012e-08,1.32719336969528e-07,1.37431857797919e-07,1.44455255449788e-07,1.20706482418775e-07,1.12626293539543e-07,6.40694916911386e-08,6.92470270006812e-08,1.21120643897976e-07,5.66865390101256e-08,1.40502936975303e-07,1.0928746570854e-07,1.17062006382496e-07,1.13199339319328e-07
434,"LBY","Libya",3.80678094072943e-07,3.86599908170849e-07,3.86017055522966e-07,3.60757511614595e-07,3.53897024557196e-07,3.37590567846431e-07,2.91256138274246e-07,2.53768855513868e-07,2.6357294715458e-07,2.75164924415235e-07,2.9971749474883e-07,5.51907724617039e-07,2.92329719132025e-07,2.80261493688026e-07,5.07841984639082e-07,4.61016282238483e-07,4.43103312576271e-07,3.460134487851e-07,3.24050806143007e-07,4.76416581337741e-07,4.52833747269941e-07,4.68148722451533e-07,4.66860350632454e-07
438,"LIE","Liechtenstein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
440,"LTU","Lithuania",2.4440313765191e-07,2.43973311642834e-07,2.29855316637333e-07,2.07781473617486e-07,2.04132548387053e-07,1.98179992961453e-07,1.88934607028029e-07,1.85370667544443e-07,1.74153750023738e-07,1.75874038270416e-07,1.86133198034705e-07,1.77539251984368e-07,1.72130878159535e-07,1.55565823362521e-07,1.46832131905807e-07,1.46163782025601e-07,1.43296428580033e-07,1.39133778428441e-07,1.3528706002968e-07,1.3164560282814e-07,1.30335550746777e-07,1.25623631363875e-07,1.12932361112924e-07
442,"LUX","Luxembourg",2.00890201822276e-07,2.06136602449079e-07,2.16510714242948e-07,2.20959727041576e-07,2.39757470196445e-07,2.39051760044655e-07,2.22337962438967e-07,1.95249202688001e-07,1.9350901417819e-07,1.90282233381255e-07,1.93171729768185e-07,1.8954951349153e-07,1.82603777911832e-07,1.68308563299862e-07,1.55833266990472e-07,1.45045644285997e-07,1.34372993613692e-07,1.35160647492761e-07,1.37940022989197e-07,1.37568419981736e-07,1.14516290542046e-07,1.1384606258588e-07,1.00065833192394e-07
446,"MAC","Macao",7.46967576179964e-08,7.50468304965134e-08,6.20160177854676e-08,5.60864372386402e-08,4.958929248485e-08,4.89232829167118e-08,3.82173936364491e-08,2.80973792692588e-08,2.25733586539041e-08,3.72210023589165e-08,1.94281724321734e-08,1.67333983568997e-08,1.34084106951031e-08,1.05785870007079e-08,1.41197492099736e-08,2.46155449511472e-08,2.49377792290709e-08,2.45403347551112e-08,1.48555567868763e-08,1.4878727564137e-08,2.76988654431165e-08,2.40231892109753e-08,3.2275027768674e-08
450,"MDG","Madagascar",7.65266572163577e-08,6.46141078670807e-08,5.23011968240141e-08,6.52278325835042e-08,6.60836367341716e-08,6.08705423859896e-08,5.55512530374769e-08,5.44427380170239e-08,5.23394898369992e-08,5.22550018026593e-08,5.69692711418219e-08,7.11279590668518e-08,7.98184896390694e-08,9.11983755567926e-08,8.68834715501637e-08,8.61018724263285e-08,8.38296503594664e-08,1.0166449232308e-07,9.06824645675831e-08,9.75044051827731e-08,9.77854515386294e-08,9.95401264171177e-08,9.89770050679693e-08
454,"MWI","Malawi",6.84063379453295e-08,6.49040364198618e-08,7.06679458266923e-08,7.17149822713017e-08,6.67817219473213e-08,6.08886243704183e-08,5.80868386592674e-08,5.74668555461056e-08,5.79696105559474e-08,5.43134330637571e-08,4.85727552915374e-08,5.04789794212699e-08,5.00048432897698e-08,5.09875213959508e-08,4.38437993673716e-08,4.43758964084248e-08,4.82001902143239e-08,4.72712656511574e-08,6.34502177988872e-08,5.71505632051674e-08,6.48125994291163e-08,7.00789421875534e-08,6.9960645551602e-08
458,"MYS","Malaysia",3.32836672593083e-07,3.52712630067007e-07,3.37598703273215e-07,3.70726384403525e-07,3.84056280657535e-07,3.65235627948023e-07,3.46321949156408e-07,3.35917876822939e-07,3.52206924853277e-07,3.56269612426593e-07,3.44121089838744e-07,3.33551555277524e-07,3.31067287381352e-07,3.5880720440457e-07,3.43207885944222e-07,3.13860623116661e-07,3.02163046756007e-07,2.94352437967931e-07,3.01574552472917e-07,2.9465191030879e-07,3.13960338307232e-07,3.15415964116524e-07,3.02892223204519e-07
462,"MDV","Maldives",1.20752692012183e-07,1.28776347918715e-07,1.54350779266501e-07,1.15590276540926e-07,1.43770395276388e-07,1.49130808757188e-07,1.46374321183868e-07,1.4258598523017e-07,1.40627135705072e-07,1.58834689199904e-07,1.56678691449238e-07,1.52238769140532e-07,1.67270015539194e-07,1.53344647064098e-07,1.72118355485873e-07,1.62632751677536e-07,1.7178250618993e-07,1.6881381603781e-07,1.79569651666637e-07,1.88142687905652e-07,2.38838292359607e-07,1.75822612602896e-07,1.54800709104949e-07
466,"MLI","Mali",5.98400915665622e-08,5.64991797823031e-08,5.7044211787844e-08,5.38611989177671e-08,5.98970781027869e-08,5.81264113746537e-08,5.86147912275114e-08,6.59628568878587e-08,6.88923360200486e-08,6.33941819004813e-08,6.66240741556198e-08,7.04387680183373e-08,7.59437770343768e-08,8.35889028390007e-08,8.92196520142657e-08,8.79440362891209e-08,1.07211133976146e-07,1.11950194982089e-07,1.12666891898819e-07,1.27795478890436e-07,1.42393193311297e-07,1.49145893901376e-07,1.46138008462685e-07
470,"MLT","Malta",2.29923409208485e-07,2.57957448742063e-07,2.52486656951115e-07,2.61464804474301e-07,2.5124327099238e-07,2.26609812021762e-07,2.21960947060016e-07,2.16923729118211e-07,2.05794234180971e-07,1.9545769421087e-07,1.90795604129522e-07,1.88532816016632e-07,1.90404323829425e-07,1.58080612115651e-07,1.45954262506569e-07,9.37866144712178e-08,7.38863303433002e-08,7.51809141414922e-08,7.15671946824167e-08,7.12913928718561e-08,7.55702894102516e-08,6.79937749046575e-08,6.55510624749208e-08
584,"MHL","Marshall Islands",5.7795928403364e-07,5.61066318657399e-07,5.79462184035599e-07,5.69346714296879e-07,6.20014078443983e-07,5.90174797102759e-07,6.26980974594251e-07,6.24787511480263e-07,6.96414414536256e-07,6.90931860688931e-07,6.73604130334367e-07,6.93941710760025e-07,6.84529073532081e-07,6.7807870475292e-07,7.03804994491064e-07,6.89254092285637e-07,6.75632693181797e-07,6.70103274293485e-07,6.43130270135537e-07,5.80237127971722e-07,5.91123232278827e-07,6.10017298067617e-07,5.94226625895017e-07
478,"MRT","Mauritania",9.90922874536422e-08,1.05148325362513e-07,1.10521842683262e-07,1.06694949702239e-07,1.0939827131398e-07,1.04574829888652e-07,9.53048560852222e-08,1.10235283347942e-07,1.15436406277572e-07,1.26505029723396e-07,1.28250635562489e-07,1.31153546016401e-07,1.37775436292365e-07,1.17220739477135e-07,1.33021046962572e-07,1.47683616377853e-07,1.27610563020954e-07,1.56319295821569e-07,1.59861703142264e-07,1.56361127385719e-07,1.7224754891158e-07,1.81881056186487e-07,1.75959690020437e-07
480,"MUS","Mauritius",1.84909374415285e-07,1.90376683447245e-07,1.88790432475873e-07,1.89099954905039e-07,1.82988262885335e-07,1.91735879089275e-07,2.01347422846933e-07,1.93518676721984e-07,1.87642466133579e-07,1.78794776320834e-07,1.80775641215261e-07,1.73855867614776e-07,1.70025807609153e-07,1.68754886584623e-07,1.68098983532462e-07,1.62257216319832e-07,1.61253831302997e-07,1.61946553375688e-07,1.53066501741126e-07,1.50843342444023e-07,1.4871522489447e-07,1.54553174539264e-07,1.47694010562399e-07
484,"MEX","Mexico",2.23062559102919e-07,2.33119452215205e-07,2.34799867371861e-07,2.45927560188173e-07,2.3807087070983e-07,2.45875883161338e-07,2.40932386320287e-07,2.35040914479545e-07,2.32069182435358e-07,2.38448265947091e-07,2.24956401641294e-07,2.29748140176902e-07,2.30003539730312e-07,2.24178178963228e-07,2.12964254710286e-07,2.04218152871629e-07,1.99095848291303e-07,1.89217873523816e-07,1.87008757043897e-07,1.86599308382624e-07,1.91525529950541e-07,1.93851002785426e-07,2.0541609960877e-07
583,"FSM","Micronesia",4.86809950700723e-07,4.37585254238261e-07,3.96519832937692e-07,4.18947148011741e-07,3.83140841872931e-07,3.08081360676886e-07,2.986959270158e-07,3.53361053130086e-07,3.01734804677099e-07,3.97962942993269e-07,2.72419051409886e-07,3.01715630334217e-07,3.26671220100033e-07,3.69076302176039e-07,3.77787228458655e-07,3.80616506305006e-07,3.77220838192576e-07,3.67367362432884e-07,3.66591458413395e-07,3.71625387217169e-07,3.78304023774459e-07,4.07747621399155e-07,4.05664097138013e-07
498,"MDA","Moldova",2.44104277632239e-07,2.43826529451726e-07,2.42022181490371e-07,2.46791704111614e-07,2.40699947671134e-07,2.39637888094659e-07,2.32931915204703e-07,2.23845718907168e-07,2.16484097261629e-07,2.0142257831353e-07,2.00141912239489e-07,1.93603559355624e-07,1.87690835590874e-07,1.76952223882313e-07,1.63692203363704e-07,1.6503962465129e-07,1.6173319149635e-07,1.65281699593233e-07,1.65651969948946e-07,1.61425048770756e-07,1.67862293454176e-07,1.57337925730339e-07,1.62059750391356e-07
492,"MCO","Monaco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
496,"MNG","Mongolia",6.8529724043208e-07,6.98969717989455e-07,7.00958031064773e-07,6.33845567760963e-07,6.14154486775528e-07,5.73562064650617e-07,5.75888753582424e-07,6.73003390968445e-07,6.15929805426753e-07,6.81873743336274e-07,6.77778510563076e-07,8.96557275649751e-07,1.30745490983976e-06,1.45470816119405e-06,9.18795388167697e-07,7.05269298316024e-07,7.64964484288448e-07,9.64486318875995e-07,1.1883468644625e-06,1.17345189014955e-06,9.64679570464048e-07,9.793488941716e-07,9.25241148493762e-07
499,"MNE","Montenegro",2.02431545302061e-07,2.19507166836552e-07,2.28194050093127e-07,2.38165193561349e-07,2.46430875034521e-07,2.02885826669199e-07,2.20178296952429e-07,2.05407572016628e-07,2.42793041982939e-07,1.6638179851885e-07,2.33227088594413e-07,2.24565734754995e-07,2.12230804954435e-07,1.99188269691955e-07,1.91696981468871e-07,1.97019177883379e-07,1.72268815193977e-07,1.71688377165528e-07,1.86448530451455e-07,1.84913342219076e-07,2.12196814707919e-07,1.79720111753303e-07,1.68496752443615e-07
504,"MAR","Morocco",2.413894649054e-07,2.48430080767337e-07,2.42753752058431e-07,2.2413209382753e-07,2.47480018460343e-07,2.53655261823744e-07,2.43692497781943e-07,2.49152174439429e-07,2.47590077899388e-07,2.36284444000165e-07,2.44030188544659e-07,2.33391435746453e-07,2.35065760355597e-07,2.2438350536398e-07,2.20637324248052e-07,2.16333411683576e-07,2.15073051351859e-07,2.13997676898893e-07,2.11717017279217e-07,2.27015384193056e-07,2.2971341997731e-07,2.39473961948272e-07,2.2312215541484e-07
508,"MOZ","Mozambique",1.18337812207723e-07,1.24109471623888e-07,1.1232095367307e-07,1.26866045352694e-07,1.1809528138565e-07,1.05135154099198e-07,1.03746681869368e-07,1.1003930164221e-07,1.02117543757273e-07,1.07463873647745e-07,1.08992461056959e-07,1.19647891319132e-07,1.09687778474434e-07,1.20239839124995e-07,2.53873780721066e-07,1.97126569776789e-07,2.41114453974805e-07,1.87770294353097e-07,1.84274152340292e-07,1.82441902173427e-07,1.6580276596595e-07,1.8272228534016e-07,1.95278780436715e-07
104,"MMR","Myanmar",2.30545976901375e-07,1.77635054778635e-07,1.67506719696508e-07,1.58887419535961e-07,1.75651394582255e-07,1.42229806001099e-07,1.39197137968331e-07,1.23997566039847e-07,8.49536762720365e-08,8.03710078223627e-08,9.3866070054469e-08,1.00609941302442e-07,7.38421694407572e-08,7.36691616603179e-08,8.48224112801991e-08,1.13418416972577e-07,9.91322967663362e-08,1.04781917486497e-07,1.41759774581077e-07,1.31234264845827e-07,1.30954000681547e-07,1.64184081717688e-07,1.56278214457054e-07
516,"NAM","Namibia",1.31415442230455e-07,1.628016359271e-07,1.38099450441821e-07,1.39540958450604e-07,1.30094484258195e-07,1.48818914758679e-07,1.40529910779049e-07,1.29182272084385e-07,1.50283965794929e-07,1.53089055677927e-07,1.48391100456027e-07,1.38342582277065e-07,1.5879579527054e-07,1.15070495398158e-07,1.55360825373046e-07,1.56028127130966e-07,1.64070917743456e-07,1.72523831897344e-07,1.68234985522444e-07,1.67867970290511e-07,1.63594792922502e-07,1.60192517490172e-07,1.62262226105928e-07
520,"NRU","Nauru",NA,NA,NA,NA,1.19450159251699e-06,1.22415234126741e-06,9.44489631292501e-07,1.01532635363944e-06,6.15349305236023e-07,6.00461822044829e-07,6.6578777287832e-07,5.5565123831014e-07,4.61511978927017e-07,4.78233427438866e-07,4.46999023614847e-07,5.07663176819719e-07,4.38721263918277e-07,5.02636808732396e-07,4.65746033779557e-07,4.30223031203152e-07,3.8521867075751e-07,3.89302817465397e-07,3.76031218861716e-07
524,"NPL","Nepal",6.1200023333512e-08,6.22161859543117e-08,4.98576444985995e-08,5.19188129299032e-08,4.55732266450577e-08,5.09370487449592e-08,4.05294896912528e-08,4.10092117263002e-08,5.04002634023741e-08,5.93997325292731e-08,6.62076179147249e-08,6.92735298858213e-08,6.93498882368167e-08,7.61433506783641e-08,8.76915329558535e-08,7.67093491126344e-08,1.11560552220617e-07,1.26170756340874e-07,1.39577316419814e-07,1.2004317513929e-07,1.34981051438316e-07,1.35023015684875e-07,1.26797008126389e-07
528,"NLD","Netherlands",2.27768890654977e-07,2.29227459548077e-07,2.27852309444652e-07,2.31921213767725e-07,2.2978826293626e-07,2.2031297783032e-07,2.07115068873323e-07,1.99302850184685e-07,1.98416471004795e-07,1.99668850158066e-07,2.10929683939779e-07,1.92632868014329e-07,1.90446819780196e-07,1.89994932570998e-07,1.78913149143903e-07,1.82534384102167e-07,1.79589061159148e-07,1.71872162632904e-07,1.63696199244167e-07,1.54845723857095e-07,1.44389613380662e-07,1.40939407174807e-07,1.20870446300547e-07
540,"NCL","New Caledonia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
554,"NZL","New Zealand",2.5539809414811e-07,2.63311393191981e-07,2.52650497057362e-07,2.53112107796191e-07,2.40449452866506e-07,2.42955716030153e-07,2.35748852608965e-07,2.23102399871096e-07,2.32650488973546e-07,2.14975298422868e-07,2.13033360851778e-07,2.05138825820465e-07,2.10409070407125e-07,2.00737665739268e-07,1.94453968099936e-07,1.89428985427716e-07,1.74036529525699e-07,1.75663268321648e-07,1.69762584052458e-07,1.71161526383528e-07,1.59947285147492e-07,1.52446010978211e-07,1.40068739707839e-07
558,"NIC","Nicaragua",1.8496270037026e-07,1.89319133173776e-07,1.91163140012963e-07,2.02607039051818e-07,1.9427719049685e-07,1.81714800420232e-07,1.8051444264966e-07,1.76949274976904e-07,1.64109224671293e-07,1.72792243354475e-07,1.66340371004641e-07,1.68294495372034e-07,1.49606604989257e-07,1.44325601421203e-07,1.41912345003896e-07,1.54995994126125e-07,1.47555997167753e-07,1.42463451004099e-07,1.40346660389851e-07,1.45181838184124e-07,1.34374448587722e-07,1.38077321221342e-07,1.37194485982545e-07
562,"NER","Niger",6.50004995876833e-08,5.6986341067262e-08,5.75614906908275e-08,6.11970524303717e-08,6.49197918578625e-08,5.2798332321059e-08,4.83937765521445e-08,4.96070303075281e-08,5.14074108708036e-08,6.06037412508474e-08,6.79966820025561e-08,7.54049873705715e-08,9.55513509624725e-08,1.0223313095517e-07,1.0407130710966e-07,9.74741242735253e-08,8.9639861737478e-08,8.95319549380396e-08,6.69406331094847e-08,8.80613561379121e-08,9.53058951226196e-08,1.01419903589718e-07,9.15336556473132e-08
566,"NGA","Nigeria",2.66030254625695e-07,2.59843293791508e-07,2.02203210984814e-07,2.09666164204898e-07,1.81845108158958e-07,1.82802027427759e-07,1.52783970412163e-07,1.30573108211991e-07,1.30260075405107e-07,1.06693417540602e-07,1.42527660692867e-07,1.52351698524482e-07,1.27099689131111e-07,1.27102687351832e-07,1.26377783337939e-07,1.09333988963851e-07,1.18981436138373e-07,1.13817672883465e-07,1.04580058102025e-07,1.23383378306671e-07,1.22169105008847e-07,1.24810785502025e-07,1.18710063991035e-07
570,"NIU","Niue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
408,"PRK","North Korea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
807,"MKD","North Macedonia",4.08690727895238e-07,4.12678528960532e-07,3.84321000819747e-07,4.09370347655624e-07,3.77152762051372e-07,3.76335884880854e-07,3.60236675873316e-07,3.52521467738751e-07,3.31379070776526e-07,3.06522127654862e-07,2.94724771196519e-07,3.10927146890707e-07,2.9992012234658e-07,2.57173359456885e-07,2.38696898023673e-07,2.15576787685658e-07,2.06419803749639e-07,2.19504020914937e-07,1.99033853826991e-07,2.19529325519302e-07,2.12642987205498e-07,2.22835524930783e-07,2.15302710070836e-07
578,"NOR","Norway",1.63147384518924e-07,1.65111855614008e-07,1.59329917531111e-07,1.62834807711417e-07,1.57748107910011e-07,1.50244151896729e-07,1.48597174780215e-07,1.50139948224202e-07,1.46427403162489e-07,1.43996952557483e-07,1.51296048164897e-07,1.46774718557725e-07,1.41233672008905e-07,1.40723327469934e-07,1.39268175336042e-07,1.38358771317866e-07,1.34312735754301e-07,1.29578060610821e-07,1.29211137673068e-07,1.23136741363884e-07,1.20178174115704e-07,1.15099443652831e-07,1.10845894885123e-07
512,"OMN","Oman",2.72542722470953e-07,2.44626793221082e-07,2.96337883872351e-07,3.89695709517194e-07,3.2500642335899e-07,3.4522862298884e-07,4.1649397758103e-07,4.47396984536103e-07,4.32876683694795e-07,3.82617324465551e-07,4.3479482486275e-07,4.70764150809809e-07,4.75920511069103e-07,4.70579482866889e-07,4.69169841399582e-07,4.56786770085662e-07,4.24277967110754e-07,4.45457400648257e-07,4.20133533026099e-07,3.80508273093035e-07,4.35094840696507e-07,4.57131648952942e-07,4.45151376056674e-07
586,"PAK","Pakistan",1.99874771538685e-07,1.95727604832112e-07,2.04530617761555e-07,2.01216065733949e-07,2.0641642101071e-07,2.01361759521872e-07,2.02650537734175e-07,2.09267772905288e-07,2.03806479865171e-07,2.0012210789035e-07,1.95043773182851e-07,1.90742017053638e-07,1.84558943939579e-07,1.7295036712449e-07,1.70683813544032e-07,1.73284567321511e-07,1.93175496411395e-07,2.0421807392094e-07,1.82506345420152e-07,1.78927663220886e-07,1.7643592948223e-07,1.84558354731199e-07,1.55718741585174e-07
585,"PLW","Palau",7.95973660868471e-07,7.74052737134119e-07,7.34637639777017e-07,7.59420438903314e-07,7.36737689467579e-07,7.20686563485654e-07,7.477426193207e-07,8.15679141770161e-07,7.02625655935689e-07,7.25334879007387e-07,7.63980349356593e-07,7.41244368189616e-07,7.53763861622845e-07,7.92981383431666e-07,7.21962017805732e-07,6.26592046097946e-07,6.49511852430233e-07,6.88805402645288e-07,6.7639949210967e-07,6.96963856436245e-07,7.41237786619591e-07,8.92450804363894e-07,NA
591,"PAN","Panama",1.25720190361988e-07,1.51727159239152e-07,1.2425549568361e-07,1.24749189058098e-07,1.08800870621941e-07,1.2390223966537e-07,1.23076319944267e-07,1.07357598667811e-07,9.75261884226269e-08,1.11118421923622e-07,1.12586761060942e-07,1.10964021361004e-07,9.92028348325331e-08,9.98754142736772e-08,9.81527664393383e-08,9.22580291526037e-08,8.50556732639694e-08,8.66038621925871e-08,8.00487602841452e-08,9.64187866209714e-08,9.03599596538698e-08,8.84581859090574e-08,8.11405048857879e-08
598,"PNG","Papua New Guinea",1.74988115841489e-07,1.98939635950935e-07,2.18756283363127e-07,2.37196293549324e-07,2.67185766607433e-07,2.66537843320537e-07,2.56452048674566e-07,3.09921359832338e-07,2.61885764291188e-07,2.32829203753408e-07,1.89332925090841e-07,2.10442480883389e-07,1.92356413614907e-07,1.98466581964311e-07,2.14395946236928e-07,2.00520251662538e-07,2.01442421209e-07,1.84193131811016e-07,2.10964202383621e-07,2.07499062858917e-07,2.11729247489391e-07,2.1760693571945e-07,2.04815239934661e-07
600,"PRY","Paraguay",7.94161908333775e-08,8.20689554542837e-08,8.56795562824993e-08,8.58405584285372e-08,8.31036187395004e-08,7.57295222345941e-08,7.47182368221932e-08,7.32849360293546e-08,7.28395226038768e-08,7.73585913736336e-08,7.71667053486334e-08,7.66019995628237e-08,7.67707880074601e-08,7.08760806143052e-08,7.10308785533533e-08,7.64406754206623e-08,8.72005314362402e-08,9.17473624470869e-08,9.41443586697541e-08,9.15556824888655e-08,8.35715149251696e-08,1.01047581221483e-07,9.8286217739599e-08
604,"PER","Peru",1.68752406567549e-07,1.4864058370991e-07,1.41084387865458e-07,1.31376565408412e-07,1.43728727887758e-07,1.44712640233649e-07,1.25153617085593e-07,1.40314507110399e-07,1.32300122933753e-07,1.4648389023743e-07,1.45462694265448e-07,1.35737999763182e-07,1.38001087364377e-07,1.23252768430613e-07,1.38193401720153e-07,1.33405715737522e-07,1.37469175620602e-07,1.39498259782972e-07,1.36592076478248e-07,1.39619226137294e-07,1.26050010936586e-07,1.33630398985455e-07,1.40395170967666e-07
608,"PHL","Philippines",2.08307120205442e-07,1.96469902954104e-07,1.89270718329003e-07,1.80160484306268e-07,1.75113758100185e-07,1.68005728771116e-07,1.44836327760574e-07,1.44638908901713e-07,1.51411550922189e-07,1.47859398353265e-07,1.49359466275361e-07,1.45273311140295e-07,1.43545886300587e-07,1.45706991490746e-07,1.44781687773716e-07,1.50849293875816e-07,1.52481640470209e-07,1.58237677024907e-07,1.55812390517019e-07,1.49569961270009e-07,1.52336452323236e-07,1.54842770996707e-07,1.51651628343449e-07
616,"POL","Poland",5.12894084052987e-07,5.00213995112621e-07,4.7869656246426e-07,4.81896014836853e-07,4.65995487153317e-07,4.48776636200271e-07,4.40940254095893e-07,4.11058437941325e-07,3.87029106630536e-07,3.60900079814767e-07,3.70806709755637e-07,3.52346433135929e-07,3.39032498636892e-07,3.32000911545721e-07,3.07472434719233e-07,2.97541904116454e-07,2.99016428721728e-07,2.96017322946688e-07,2.78838128870124e-07,2.52344041429862e-07,2.45187238650192e-07,2.51204032104622e-07,2.33770493731211e-07
620,"PRT","Portugal",2.09862796758408e-07,2.04421725143038e-07,2.16580090521525e-07,2.0257370459846e-07,2.07805856211104e-07,2.13335954166752e-07,1.95478991381435e-07,1.8338131172924e-07,1.75976862969458e-07,1.72898112088258e-07,1.57445523786148e-07,1.56548928225907e-07,1.57362506410995e-07,1.53111793332054e-07,1.51220936572596e-07,1.61956101444246e-07,1.5316467967292e-07,1.61900867885787e-07,1.46750392649599e-07,1.32125994118163e-07,1.26493525050957e-07,1.14843999941424e-07,1.12139300946903e-07
634,"QAT","Qatar",7.86046513523071e-07,8.59822117121008e-07,7.8906382096093e-07,7.85211783840433e-07,6.70035045811969e-07,6.26364523217617e-07,6.22554959283336e-07,5.25467829859987e-07,4.63535283147757e-07,4.37116705328348e-07,4.12394179351018e-07,4.0373167157349e-07,4.41447287933427e-07,3.7109860686016e-07,3.87913434231342e-07,3.70379034350927e-07,3.44356725047106e-07,4.00504257856868e-07,3.7725359625701e-07,3.96136675803305e-07,4.17134731267963e-07,4.29497210187082e-07,3.87256283391496e-07
178,"COG","Republic of Congo",3.11351871765694e-07,2.92493841739005e-07,1.82106739035297e-07,2.16351617019689e-07,2.27724562605365e-07,2.59187081944489e-07,2.6393961371184e-07,2.51536298985936e-07,2.37222967023235e-07,2.46003180789233e-07,2.48960079076843e-07,2.23500737029289e-07,2.02196794484151e-07,2.39056418777452e-07,2.07940017727277e-07,2.22048926561439e-07,2.53126164503542e-07,2.611290206458e-07,3.17683363479892e-07,3.54163943245164e-07,3.82981751620003e-07,3.84411615404854e-07,3.87736592708591e-07
642,"ROU","Romania",3.41534373096142e-07,3.44259576776309e-07,3.26704922188788e-07,3.33763451374405e-07,3.00669780592506e-07,2.83255171175384e-07,2.68534591970947e-07,2.61761159294794e-07,2.37000967258316e-07,2.05709810164e-07,2.08283323522944e-07,2.14811887116296e-07,2.0694686929283e-07,1.7975231562293e-07,1.72119231006341e-07,1.64537218706923e-07,1.57265485270389e-07,1.50911497501544e-07,1.43457547805993e-07,1.32294227008991e-07,1.32238446093937e-07,1.30339686199539e-07,1.18466764177223e-07
643,"RUS","Russia",6.92512559793507e-07,6.75169504938823e-07,6.41091775973186e-07,6.09463329288933e-07,5.71096092079279e-07,5.43217655305938e-07,5.21463578080977e-07,4.80842477289849e-07,4.65036116898712e-07,4.71701093296266e-07,4.77024794207345e-07,4.72239484056202e-07,4.58106980428117e-07,4.34106422074285e-07,4.30807937913272e-07,4.39133560684432e-07,4.37270885686945e-07,4.37635116668961e-07,4.37533202483241e-07,4.2625686658458e-07,4.19359863707276e-07,4.16292758965779e-07,4.10238484827175e-07
646,"RWA","Rwanda",7.48086015864581e-08,6.99276027488146e-08,6.13631164367566e-08,5.89102031099905e-08,5.55441224816624e-08,5.06301842311097e-08,4.63709259618489e-08,4.54072261257018e-08,3.97662687833559e-08,3.958627221437e-08,3.83819602291886e-08,3.93835812399798e-08,4.04689926865165e-08,4.20771766426841e-08,4.20409628785657e-08,4.51538732777922e-08,4.60420234689579e-08,4.88083417348335e-08,5.01199943447283e-08,4.88216622911979e-08,5.04924883476303e-08,5.15688372672671e-08,4.75049257794455e-08
652,"BLM","Saint Barthelemy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
659,"KNA","Saint Kitts and Nevis",1.9284329207016e-07,1.87116280896735e-07,2.07665543075716e-07,2.16168295708787e-07,2.23258575432332e-07,1.89425033428875e-07,1.87040418246068e-07,1.99445483540541e-07,1.7939208872893e-07,1.91960095732868e-07,1.88730209798734e-07,1.95014107974857e-07,1.86709369459468e-07,1.7956816777856e-07,1.72386223552787e-07,1.73880976813274e-07,1.69920002999889e-07,1.72521199414053e-07,1.71613606533645e-07,1.69861978606841e-07,1.8145821104654e-07,1.76410477674099e-07,1.63336069366476e-07
662,"LCA","Saint Lucia",1.70380220682553e-07,1.81962031110722e-07,1.81207392033168e-07,1.82662808041969e-07,1.81860256850293e-07,1.75969166407776e-07,1.75082852100293e-07,1.78319328225968e-07,1.69909938367622e-07,1.74856451741111e-07,1.99821694892445e-07,1.91533778857829e-07,1.93186643078394e-07,1.95666604800958e-07,1.91650306324734e-07,1.90006275236958e-07,1.82305196080551e-07,1.81757047664909e-07,1.83260436697437e-07,1.8180527616641e-07,2.31601370540026e-07,1.98853508957409e-07,1.73904841271454e-07
